UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,won,lost,tied,notes,win_percentage
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,2011,23372.0,1,1,4,5,,,,0.1983,8609.0,0.869,,1500.0,8670.0,14352.0,2890.0,3436.0,1.0,,,0.5112,0.4888,0.7219,1164.0,26.0,0.8379,0.6202,45900.0,6354.0,19362.0,0.7773,0.0981,0.0421,0.0312,2.0,13.0,1.0,,,0.9285714285714286
159647,00200800,Louisiana Tech University,Ruston,2011,7502.0,1,1,4,5,,,,0.2354,6787.0,0.7809,,1800.0,5265.0,7425.0,3429.0,3744.0,1.0,,,0.4585,0.5415,0.6211,1088.0,24.0,0.7401,0.4815,41100.0,5896.0,13021.0,0.6657,0.1513,0.0164,0.0105,2.0,5.0,5.0,,(Div III play not counted),0.5
159647,00200800,Louisiana Tech University,Ruston,2011,7502.0,1,1,4,5,,,,0.2354,6787.0,0.7809,,1800.0,5265.0,7425.0,3429.0,3744.0,1.0,,,0.4585,0.5415,0.6211,1088.0,24.0,0.7401,0.4815,41100.0,5896.0,13021.0,0.6657,0.1513,0.0164,0.0105,2.0,4.0,8.0,,,0.3333333333333333
159647,00200800,Louisiana Tech University,Ruston,2011,7502.0,1,1,4,5,,,,0.2354,6787.0,0.7809,,1800.0,5265.0,7425.0,3429.0,3744.0,1.0,,,0.4585,0.5415,0.6211,1088.0,24.0,0.7401,0.4815,41100.0,5896.0,13021.0,0.6657,0.1513,0.0164,0.0105,2.0,8.0,5.0,,,0.6153846153846154
159647,00200800,Louisiana Tech University,Ruston,2011,7502.0,1,1,4,5,,,,0.2354,6787.0,0.7809,,1800.0,5265.0,7425.0,3429.0,3744.0,1.0,,,0.4585,0.5415,0.6211,1088.0,24.0,0.7401,0.4815,41100.0,5896.0,13021.0,0.6657,0.1513,0.0164,0.0105,2.0,11.0,3.0,,,0.7857142857142857
160658,00203100,University of Louisiana at Lafayette,Lafayette,2011,14796.0,1,1,4,5,,,,0.3291,7261.0,0.8,,1200.0,5080.0,8236.0,3130.0,3792.0,1.0,,,0.5621,0.4379,0.6593,1030.0,22.0,0.7351,0.4143,37900.0,4864.0,13486.0,0.7019,0.2118,0.0266,0.019,2.0,4.0,7.0,,(I-AA play not counted),0.36363636363636365
160755,00202900,Tulane University of Louisiana,New Orleans,2011,8271.0,1,1,4,5,,,,0.1698,10016.0,0.5965,,1200.0,10850.0,,1000.0,,1.0,,,0.575,0.425,0.2495,1342.0,31.0,0.904,,52400.0,43434.0,43434.0,0.6704,0.0817,0.0422,0.04,2.0,9.0,4.0,,,0.6923076923076923
160755,00202900,Tulane University of Louisiana,New Orleans,2011,8271.0,1,1,4,5,,,,0.1698,10016.0,0.5965,,1200.0,10850.0,,1000.0,,1.0,,,0.575,0.425,0.2495,1342.0,31.0,0.904,,52400.0,43434.0,43434.0,0.6704,0.0817,0.0422,0.04,2.0,2.0,11.0,,,0.15384615384615385
163286,00210300,University of Maryland-College Park,College Park,2011,26111.0,1,1,4,2,,,,0.1969,11067.0,0.7165,,1076.0,9877.0,9877.0,3024.0,3824.0,1.0,,,0.4692,0.5308,0.448,1290.0,,0.9454,0.8182,59100.0,8655.0,26026.0,0.5644,0.1206,0.0758,0.1493,2.0,2.0,10.0,,,0.16666666666666666
164924,00212800,Boston College,Chestnut Hill,2011,9464.0,1,1,4,1,,,,0.1385,12072.0,0.6164,,1000.0,12324.0,7600.0,1200.0,1700.0,1.0,,,0.5277,0.4723,0.2798,1353.0,31.0,0.9477,0.9153,67000.0,42204.0,42204.0,0.6137,0.0464,0.0945,0.0894,2.0,4.0,8.0,,,0.3333333333333333
166027,00215500,Harvard University,Cambridge,2011,7245.0,1,1,4,1,,,,0.1065,15922.0,0.8205,,1000.0,12801.0,,2348.0,,1.0,,,0.4961,0.5039,0.0626,1485.0,33.0,0.9718,0.9743,87200.0,39851.0,39851.0,0.4607,0.0654,0.0893,0.168,2.0,9.0,1.0,,(I-AA play not counted),0.9
166124,00214100,College of the Holy Cross,Worcester,2011,2872.0,1,1,3,1,,,,0.1673,9028.0,0.8141,,700.0,11270.0,,900.0,,3.0,,,0.5279,0.4721,0.3312,,,0.9464,0.9142,63700.0,41488.0,41488.0,0.664,0.0481,0.1003,0.0519,2.0,6.0,5.0,,(I-AA play not counted),0.5454545454545454
166124,00214100,College of the Holy Cross,Worcester,2011,2872.0,1,1,3,1,,,,0.1673,9028.0,0.8141,,700.0,11270.0,,900.0,,3.0,,,0.5279,0.4721,0.3312,,,0.9464,0.9142,63700.0,41488.0,41488.0,0.664,0.0481,0.1003,0.0519,2.0,4.0,7.0,,(I-AA play not counted),0.36363636363636365
169248,00224300,Central Michigan University,Mount Pleasant,2011,21232.0,1,1,4,3,,,,0.3467,7555.0,0.6571,,1000.0,8212.0,,1320.0,,1.0,,,0.5526,0.4474,0.6845,1050.0,23.0,0.7598,0.5425,40000.0,10024.0,22092.0,0.8028,0.0644,0.0243,0.0089,2.0,3.0,9.0,,,0.25
169248,00224300,Central Michigan University,Mount Pleasant,2011,21232.0,1,1,4,3,,,,0.3467,7555.0,0.6571,,1000.0,8212.0,,1320.0,,1.0,,,0.5526,0.4474,0.6845,1050.0,23.0,0.7598,0.5425,40000.0,10024.0,22092.0,0.8028,0.0644,0.0243,0.0089,2.0,9.0,2.0,,(Div III play not counted),0.8181818181818182
169798,00225900,Eastern Michigan University,Ypsilanti,2011,18153.0,1,1,4,3,,,,0.4374,8060.0,0.602,,900.0,7727.0,6880.0,2158.0,2498.0,1.0,,,0.5752,0.4248,0.6634,974.0,21.0,0.7611,0.3955,37300.0,8684.0,23096.0,0.6314,0.2189,0.0292,0.0208,2.0,6.0,6.0,,,0.5
169798,00225900,Eastern Michigan University,Ypsilanti,2011,18153.0,1,1,4,3,,,,0.4374,8060.0,0.602,,900.0,7727.0,6880.0,2158.0,2498.0,1.0,,,0.5752,0.4248,0.6634,974.0,21.0,0.7611,0.3955,37300.0,8684.0,23096.0,0.6314,0.2189,0.0292,0.0208,2.0,11.0,2.0,,,0.8461538461538461
171100,00229000,Michigan State University,East Lansing,2011,36158.0,1,1,4,3,,,,0.2575,10078.0,0.8706,,996.0,8204.0,8204.0,1800.0,1800.0,1.0,,,0.5106,0.4894,0.7294,1160.0,26.0,0.9063,0.7709,49800.0,12202.0,31148.0,0.725,0.072,0.0342,0.0424,2.0,11.0,3.0,,,0.7857142857142857
172699,00233000,Western Michigan University,Kalamazoo,2011,19700.0,1,1,4,3,,,,0.3777,8393.0,0.6174,,1040.0,8249.0,7849.0,3259.0,3259.0,1.0,,,0.4941,0.5059,0.8316,1050.0,23.0,0.744,0.5586,42700.0,9606.0,22338.0,0.7715,0.0986,0.0419,0.0139,2.0,7.0,6.0,,,0.5384615384615384
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,2011,30610.0,1,2,4,4,,,,0.2407,9839.0,0.8115,,1000.0,7834.0,7834.0,2194.0,2194.0,1.0,,,0.5141,0.4859,0.4659,1251.0,28.0,0.9013,0.7023,47800.0,13022.0,18022.0,0.7265,0.0418,0.0276,0.0839,2.0,3.0,9.0,,,0.25
176080,00242300,Mississippi State University,Mississippi State,2011,16312.0,1,1,4,5,,,,0.3497,7401.0,0.8715,,1200.0,8162.0,,4808.0,,1.0,,,0.4815,0.5185,0.6279,1088.0,24.0,0.8307,0.6017,39600.0,5805.0,14670.0,0.6976,0.2259,0.0175,0.0114,2.0,7.0,6.0,,,0.5384615384615384
176372,00244100,University of Southern Mississippi,Hattiesburg,2011,13282.0,1,1,4,5,,,,0.4899,6715.0,0.7802,,1400.0,6634.0,8800.0,4558.0,5558.0,1.0,,,0.623,0.377,0.6318,1031.0,22.0,0.7222,0.4691,36200.0,5834.0,13790.0,0.5923,0.314,0.0281,0.0129,2.0,2.0,10.0,,,0.16666666666666666
176372,00244100,University of Southern Mississippi,Hattiesburg,2011,13282.0,1,1,4,5,,,,0.4899,6715.0,0.7802,,1400.0,6634.0,8800.0,4558.0,5558.0,1.0,,,0.623,0.377,0.6318,1031.0,22.0,0.7222,0.4691,36200.0,5834.0,13790.0,0.5923,0.314,0.0281,0.0129,2.0,12.0,2.0,,,0.8571428571428571
178396,00251600,University of Missouri-Columbia,Columbia,2011,25686.0,1,1,4,4,,,,0.2164,8092.0,0.5905,,1086.0,8643.0,,3156.0,,1.0,,,0.5202,0.4798,0.8115,1166.0,26.0,0.8509,0.689,46000.0,8989.0,21784.0,0.8136,0.077,0.0283,0.0235,2.0,1.0,9.0,,(I-AA play not counted),0.1
178396,00251600,University of Missouri-Columbia,Columbia,2011,25686.0,1,1,4,4,,,,0.2164,8092.0,0.5905,,1086.0,8643.0,,3156.0,,1.0,,,0.5202,0.4798,0.8115,1166.0,26.0,0.8509,0.689,46000.0,8989.0,21784.0,0.8136,0.077,0.0283,0.0235,2.0,8.0,5.0,,,0.6153846153846154
180461,00253200,Montana State University,Bozeman,2011,11941.0,1,1,4,7,,,,0.3277,7061.0,0.8609,,1150.0,7840.0,7840.0,3130.0,3130.0,1.0,,,0.4567,0.5433,0.6144,1121.0,25.0,0.7406,0.5096,39700.0,6428.0,19152.0,0.8713,0.0067,0.0265,0.008,2.0,11.0,3.0,,(I-AA play not counted),0.7857142857142857
180461,00253200,Montana State University,Bozeman,2011,11941.0,1,1,4,7,,,,0.3277,7061.0,0.8609,,1150.0,7840.0,7840.0,3130.0,3130.0,1.0,,,0.4567,0.5433,0.6144,1121.0,25.0,0.7406,0.5096,39700.0,6428.0,19152.0,0.8713,0.0067,0.0265,0.008,2.0,10.0,3.0,,(I-AA play not counted),0.7692307692307693
181464,00256500,University of Nebraska-Lincoln,Lincoln,2011,19345.0,1,2,4,4,,,,0.2087,9120.0,0.7668,,1020.0,8196.0,8196.0,3422.0,3422.0,1.0,,,0.461,0.539,0.593,1148.0,25.0,0.8363,0.6669,43800.0,7563.0,19848.0,0.8237,0.024,0.0422,0.0215,2.0,9.0,4.0,,,0.6923076923076923
182281,00256900,University of Nevada-Las Vegas,Las Vegas,2011,21644.0,1,1,4,8,,,,0.2468,9643.0,0.9936,,1200.0,12160.0,9260.0,3076.0,4486.0,1.0,,,0.5492,0.4508,0.8181,1010.0,22.0,0.7637,0.3934,43500.0,6428.0,20023.0,0.4288,0.0796,0.1911,0.1628,2.0,2.0,10.0,,,0.16666666666666666
182290,00256800,University of Nevada-Reno,Reno,2011,14415.0,1,1,4,8,,,,0.2397,9251.0,0.9528,,1300.0,10116.0,10268.0,4666.0,6108.0,1.0,,,0.5287,0.4713,0.8766,1061.0,23.0,0.7876,0.514,45500.0,5630.0,19226.0,0.6842,0.0339,0.1261,0.0584,2.0,7.0,6.0,,,0.5384615384615384
182670,00257300,Dartmouth College,Hanover,2011,4106.0,1,1,4,1,,,,0.1641,11006.0,0.8081,,1851.0,12369.0,,1422.0,,1.0,,,0.489,0.511,0.1168,1454.0,32.0,0.9762,0.9497,67100.0,42996.0,42996.0,0.4827,0.076,0.0894,0.142,2.0,5.0,5.0,,(I-AA play not counted),0.5
186131,00262700,Princeton University,Princeton,2011,5160.0,1,1,4,2,,,,0.1202,15621.0,0.823,,1200.0,12069.0,,2800.0,,1.0,,,0.494,0.506,0.0846,1487.0,33.0,0.9756,0.9551,75100.0,37865.0,37865.0,0.4913,0.0736,0.0845,0.1773,2.0,1.0,9.0,,(I-AA play not counted),0.1
186380,00262900,Rutgers University-New Brunswick,New Brunswick,2011,30926.0,1,3,4,2,,,,0.286,11274.0,0.6324,,1550.0,11262.0,15584.0,2687.0,1917.0,1.0,,,0.4849,0.5151,0.6114,1195.0,,0.9015,0.7742,54800.0,12754.0,25416.0,0.4892,0.0765,0.1148,0.2464,2.0,9.0,4.0,,,0.6923076923076923
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2011,13599.0,1,5,4,6,,,,0.4527,7337.0,0.8509,,1038.0,8044.0,8044.0,3987.0,3987.0,1.0,,,0.5347,0.4653,0.8032,982.0,21.0,0.7023,0.4581,33800.0,5827.0,18266.0,0.3425,0.0307,0.4903,0.0132,2.0,1.0,11.0,,,0.08333333333333333
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2011,13599.0,1,5,4,6,,,,0.4527,7337.0,0.8509,,1038.0,8044.0,8044.0,3987.0,3987.0,1.0,,,0.5347,0.4653,0.8032,982.0,21.0,0.7023,0.4581,33800.0,5827.0,18266.0,0.3425,0.0307,0.4903,0.0132,2.0,4.0,9.0,,,0.3076923076923077
190099,00270100,Colgate University,Hamilton,2011,2927.0,1,1,4,2,,,,0.1102,9866.0,1.0,,1110.0,10650.0,,890.0,,1.0,,,0.5282,0.4718,0.2942,1360.0,31.0,0.9482,0.9163,61500.0,42920.0,42920.0,0.7031,0.0465,0.0762,0.0348,2.0,5.0,6.0,,(I-AA play not counted),0.45454545454545453
190415,00271100,Cornell University,Ithaca,2011,14108.0,1,2,4,2,,,,0.1695,12748.0,0.9033,,800.0,13154.0,13154.0,1630.0,1630.0,1.0,,,0.4988,0.5012,0.1797,1394.0,31.0,0.9676,0.9349,70900.0,41541.0,41541.0,0.4563,0.0559,0.0947,0.1647,2.0,5.0,5.0,,(I-AA play not counted),0.5
191241,00272200,Fordham University,Bronx,2011,8328.0,1,1,4,2,,,,0.2219,11407.0,1.0,,942.0,14926.0,14926.0,2572.0,2543.0,1.0,,,0.5262,0.4738,0.4239,1250.0,28.0,0.8768,0.7762,55400.0,40292.0,40292.0,0.6042,0.0494,0.1405,0.0839,2.0,1.0,10.0,,(I-AA play not counted),0.09090909090909091
196088,00283700,University at Buffalo,Buffalo,2011,18994.0,1,1,4,2,,,,0.3078,10818.0,0.6244,,1004.0,10728.0,10728.0,1937.0,3085.0,1.0,,,0.4594,0.5406,0.5139,1158.0,26.0,0.8758,0.7113,49700.0,7482.0,16932.0,0.535,0.0674,0.0727,0.1113,2.0,3.0,9.0,,,0.25
196413,00288200,Syracuse University,Syracuse,2011,14220.0,1,1,4,2,,,,0.2721,9645.0,0.6339,,1322.0,13254.0,,1546.0,,1.0,,,0.5608,0.4392,0.4937,1162.0,26.0,0.9167,0.8017,56600.0,37668.0,37668.0,0.5608,0.0843,0.0919,0.0896,2.0,5.0,7.0,,,0.4166666666666667
198385,00291800,Davidson College,Davidson,2011,1750.0,1,1,3,5,,,,0.124,10322.0,0.9701,,1000.0,10857.0,10857.0,1775.0,1775.0,1.0,,,0.4937,0.5063,0.2538,1366.0,31.0,0.9619,0.915,58500.0,38866.0,38866.0,0.7086,0.0697,0.052,0.0411,2.0,4.0,7.0,,(I-AA play not counted),0.36363636363636365
198419,00292000,Duke University,Durham,2011,6534.0,1,1,4,5,,,,0.1353,12447.0,0.9659,,1340.0,11967.0,,2080.0,,1.0,,,0.4991,0.5009,0.1648,1435.0,32.0,0.9669,0.9437,76700.0,41938.0,41938.0,0.4686,0.0975,0.066,0.2094,2.0,3.0,9.0,,,0.25
198464,00292300,East Carolina University,Greenville,2011,20738.0,1,1,4,5,,,,0.3219,7527.0,0.8176,,1106.0,8220.0,8220.0,4138.0,4138.0,1.0,,,0.5754,0.4246,0.6953,1034.0,22.0,0.8098,0.5854,39200.0,5364.0,17943.0,0.7348,0.1489,0.0272,0.0244,2.0,5.0,7.0,,,0.4166666666666667
199193,00297200,North Carolina State University at Raleigh,Raleigh,2011,23514.0,1,1,4,5,,,,0.2336,9390.0,0.8366,,1000.0,8536.0,8536.0,2834.0,2834.0,1.0,,,0.4336,0.5664,0.5421,1181.0,26.0,0.894,0.7156,47500.0,7018.0,19853.0,0.7608,0.08,0.0364,0.0509,2.0,7.0,6.0,,,0.5384615384615384
199193,00297200,North Carolina State University at Raleigh,Raleigh,2011,23514.0,1,1,4,5,,,,0.2336,9390.0,0.8366,,1000.0,8536.0,8536.0,2834.0,2834.0,1.0,,,0.4336,0.5664,0.5421,1181.0,26.0,0.894,0.7156,47500.0,7018.0,19853.0,0.7608,0.08,0.0364,0.0509,2.0,8.0,5.0,,,0.6153846153846154
199847,00297800,Wake Forest University,Winston-Salem,2011,4768.0,1,1,4,5,,,,0.1316,10214.0,0.8152,,1025.0,11410.0,,2225.0,,3.0,,,0.5195,0.4805,0.3985,,,0.926,0.8815,61000.0,41576.0,41576.0,0.7798,0.0761,0.0482,0.0518,2.0,6.0,7.0,,,0.46153846153846156
200800,00312300,University of Akron Main Campus,Akron,2011,21450.0,1,2,4,3,,,,0.4272,8337.0,0.4375,,900.0,9586.0,11134.0,2520.0,3152.0,-2.0,,,0.4777,0.5223,,,,0.719,0.3959,34800.0,9545.0,17468.0,0.7342,0.1656,0.0186,0.0186,1.0,1.0,11.0,,,0.08333333333333333
201441,00301800,Bowling Green State University-Main Campus,Bowling Green,2011,14802.0,1,2,4,3,,,,0.3764,6549.0,0.7608,,1140.0,7794.0,6390.0,3244.0,3822.0,1.0,,,0.5478,0.4522,0.7554,1009.0,22.0,0.7204,0.5808,39000.0,10164.0,17472.0,0.7764,0.1131,0.0358,0.0098,2.0,5.0,7.0,,,0.4166666666666667
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,2011,22543.0,1,3,4,3,,,,0.2723,8599.0,0.4907,,1539.0,9780.0,9780.0,5090.0,5090.0,1.0,,,0.5073,0.4927,0.6475,1135.0,25.0,0.8467,0.4963,39400.0,10419.0,24942.0,0.7845,0.0825,0.0229,0.029,2.0,10.0,3.0,,,0.7692307692307693
202480,00312700,University of Dayton,Dayton,2011,7597.0,1,1,4,3,,,,0.1493,8191.0,0.6273,,1000.0,9950.0,,1500.0,,1.0,,,0.4943,0.5057,0.7548,1189.0,27.0,0.8559,0.7411,52300.0,31640.0,31640.0,0.8607,0.0376,0.0292,0.0137,2.0,6.0,5.0,,(I-AA play not counted),0.5454545454545454
203517,00305100,Kent State University at Kent,Kent,2011,21547.0,1,8,4,3,,,,0.3756,7725.0,0.8089,,1380.0,8830.0,,4564.0,,1.0,,,0.5873,0.4127,0.8865,1046.0,23.0,0.7537,0.4969,36600.0,9346.0,17306.0,0.7808,0.0886,0.027,0.0125,2.0,5.0,7.0,,,0.4166666666666667
204796,00309000,Ohio State University-Main Campus,Columbus,2011,41709.0,1,6,4,3,,,,0.2817,10897.0,0.6738,,1602.0,10782.0,10782.0,4752.0,4752.0,1.0,,,0.4717,0.5283,0.6329,1260.0,28.0,0.9283,0.7991,42600.0,9735.0,24630.0,0.7606,0.0624,0.0309,0.052,2.0,4.0,8.0,,,0.3333333333333333
204796,00309000,Ohio State University-Main Campus,Columbus,2011,41709.0,1,6,4,3,,,,0.2817,10897.0,0.6738,,1602.0,10782.0,10782.0,4752.0,4752.0,1.0,,,0.4717,0.5283,0.6329,1260.0,28.0,0.9283,0.7991,42600.0,9735.0,24630.0,0.7606,0.0624,0.0309,0.052,2.0,6.0,7.0,,,0.46153846153846156
204857,00310000,Ohio University-Main Campus,Athens,2011,21503.0,1,6,4,3,,,,0.219,7803.0,0.7463,,885.0,9753.0,,2769.0,,1.0,,,0.5824,0.4176,0.8617,1086.0,24.0,0.8008,0.6503,39500.0,9936.0,18900.0,0.8484,0.0491,0.0218,0.0072,2.0,10.0,4.0,,,0.7142857142857143
206084,00313100,University of Toledo,Toledo,2011,17176.0,1,1,4,3,,,,0.413,8067.0,0.6457,,750.0,9676.0,7800.0,3327.0,4380.0,-2.0,,,0.4944,0.5056,,,,0.6519,0.4489,40200.0,8788.0,17908.0,0.6717,0.1677,0.0415,0.0208,1.0,9.0,4.0,,,0.6923076923076923
207388,00317000,Oklahoma State University-Main Campus,Stillwater,2011,18836.0,1,1,4,6,,,,0.3058,7816.0,0.8486,,1040.0,8100.0,8100.0,4540.0,4540.0,1.0,,,0.49,0.51,0.8169,1121.0,25.0,0.7995,0.6184,43400.0,7107.0,18455.0,0.7327,0.0468,0.0407,0.0143,2.0,12.0,1.0,,,0.9230769230769231
207500,00318400,University of Oklahoma-Norman Campus,Norman,2011,20116.0,1,2,4,6,,,,0.2477,8675.0,0.8443,,1043.0,8060.0,8060.0,5065.0,5065.0,1.0,,,0.5011,0.4989,0.8185,1183.0,26.0,0.8486,0.6789,46600.0,8325.0,19278.0,0.6461,0.0523,0.0583,0.0552,2.0,10.0,3.0,,,0.7692307692307693
207971,00318500,University of Tulsa,Tulsa,2011,2948.0,1,1,4,6,,,,0.1781,8612.0,0.7646,,1200.0,9514.0,8200.0,4524.0,4524.0,1.0,,,0.4501,0.5499,0.4095,1247.0,28.0,0.8552,0.6784,43200.0,31551.0,31551.0,0.6096,0.0583,0.0431,0.0312,2.0,8.0,5.0,,,0.6153846153846154
209542,00321000,Oregon State University,Corvallis,2011,20031.0,1,2,4,8,,,,0.3322,7570.0,0.7174,,1854.0,9444.0,9444.0,2577.0,2577.0,1.0,,,0.471,0.529,0.8111,1090.0,24.0,0.8144,0.6102,46400.0,7600.0,21316.0,0.7035,0.0118,0.0633,0.0739,2.0,12.0,2.0,,,0.8571428571428571
209542,00321000,Oregon State University,Corvallis,2011,20031.0,1,2,4,8,,,,0.3322,7570.0,0.7174,,1854.0,9444.0,9444.0,2577.0,2577.0,1.0,,,0.471,0.529,0.8111,1090.0,24.0,0.8144,0.6102,46400.0,7600.0,21316.0,0.7035,0.0118,0.0633,0.0739,2.0,3.0,9.0,,,0.25
211291,00323800,Bucknell University,Lewisburg,2011,3535.0,1,1,4,2,,,,0.1169,8923.0,1.0,,900.0,10374.0,,2000.0,,1.0,,,0.5146,0.4854,0.2756,1307.0,29.0,0.9376,0.9098,68800.0,43866.0,43866.0,0.7935,0.0289,0.0427,0.0325,2.0,6.0,5.0,,(I-AA play not counted),0.5454545454545454
212106,00325800,Duquesne University,Pittsburgh,2011,5639.0,1,1,4,2,,,,0.2181,8352.0,1.0,,1000.0,9806.0,9806.0,1550.0,1550.0,1.0,,,0.5677,0.4323,0.7013,1131.0,25.0,0.8686,0.7592,54300.0,28671.0,28671.0,0.8328,0.0466,0.0255,0.0223,2.0,9.0,2.0,,(I-AA play not counted),0.8181818181818182
215062,00337800,University of Pennsylvania,Philadelphia,2011,10720.0,1,1,4,2,,,,0.1309,13977.0,0.7424,,1160.0,11878.0,,2224.0,,1.0,,,0.5154,0.4846,0.1243,1435.0,32.0,0.973,0.958,78200.0,42098.0,42098.0,0.4618,0.0735,0.0793,0.179,2.0,5.0,5.0,,(I-AA play not counted),0.5
215293,00337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,2011,18092.0,1,5,4,2,,,,0.1907,9024.0,0.7041,,1110.0,9430.0,9430.0,3060.0,3060.0,1.0,,,0.5023,0.4977,0.5777,1262.0,28.0,0.9041,0.7872,48200.0,16132.0,25540.0,0.78,0.0652,0.0209,0.0594,2.0,6.0,7.0,,,0.46153846153846156
216339,00337100,Temple University,Philadelphia,2011,27172.0,1,1,4,2,,,,0.3508,9957.0,0.4995,,1000.0,10972.0,10972.0,4438.0,4438.0,1.0,,,0.5159,0.4841,0.6284,1107.0,24.0,0.8722,0.6759,46500.0,13596.0,23422.0,0.6036,0.1406,0.0441,0.1008,2.0,9.0,4.0,,,0.6923076923076923
216597,00338800,Villanova University,Villanova,2011,6898.0,1,1,4,2,,,,0.1145,9254.0,0.6074,,950.0,10960.0,10960.0,1500.0,1500.0,1.0,,,0.5086,0.4914,0.4397,1306.0,30.0,0.9418,0.9046,73700.0,41110.0,41110.0,0.7585,0.0451,0.0713,0.0606,2.0,2.0,9.0,,(I-AA play not counted),0.18181818181818182
216667,00338900,Washington & Jefferson College,Washington,2011,1418.0,1,1,3,2,,,,0.2548,7012.0,0.7107,,800.0,9560.0,9560.0,900.0,900.0,2.0,,,0.4951,0.5049,0.4298,,,0.8759,0.7383,49900.0,36420.0,36420.0,0.8131,0.031,0.0219,0.0226,2.0,7.0,6.0,,,0.5384615384615384
216667,00338900,Washington & Jefferson College,Washington,2011,1418.0,1,1,3,2,,,,0.2548,7012.0,0.7107,,800.0,9560.0,9560.0,900.0,900.0,2.0,,,0.4951,0.5049,0.4298,,,0.8759,0.7383,49900.0,36420.0,36420.0,0.8131,0.031,0.0219,0.0226,2.0,6.0,4.0,,(Div III play not counted),0.6
216667,00338900,Washington & Jefferson College,Washington,2011,1418.0,1,1,3,2,,,,0.2548,7012.0,0.7107,,800.0,9560.0,9560.0,900.0,900.0,2.0,,,0.4951,0.5049,0.4298,,,0.8759,0.7383,49900.0,36420.0,36420.0,0.8131,0.031,0.0219,0.0226,2.0,6.0,4.0,,(Div III play not counted),0.6
216667,00338900,Washington & Jefferson College,Washington,2011,1418.0,1,1,3,2,,,,0.2548,7012.0,0.7107,,800.0,9560.0,9560.0,900.0,900.0,2.0,,,0.4951,0.5049,0.4298,,,0.8759,0.7383,49900.0,36420.0,36420.0,0.8131,0.031,0.0219,0.0226,2.0,8.0,2.0,,(Div III play not counted),0.8
217156,00340100,Brown University,Providence,2011,6118.0,1,1,4,1,,,,0.1548,12210.0,0.8926,,1312.0,10906.0,,1702.0,,1.0,,,0.5134,0.4866,0.0891,1387.0,31.0,0.9767,0.9521,59700.0,42230.0,42230.0,0.448,0.0579,0.0968,0.1352,2.0,7.0,3.0,,(I-AA play not counted),0.7
217864,00342300,Citadel Military College of South Carolina,Charleston,2011,2401.0,1,1,4,5,,,,0.2346,7408.0,0.6742,,6440.0,5979.0,,1249.0,,1.0,,,0.0704,0.9296,0.5705,1047.0,22.0,0.8192,0.7033,52500.0,10216.0,27033.0,0.798,0.0829,0.0558,0.025,2.0,11.0,2.0,,,0.8461538461538461
217882,00342500,Clemson University,Clemson,2011,15697.0,1,1,4,5,,,,0.1844,8446.0,0.9029,,1090.0,7228.0,,6004.0,,1.0,,,0.4588,0.5412,0.5766,1243.0,28.0,0.9033,0.8044,49400.0,12304.0,28462.0,0.8447,0.065,0.0229,0.0184,2.0,10.0,4.0,,,0.7142857142857143
218070,00343400,Furman University,Greenville,2011,2799.0,1,1,4,5,,,,0.1539,8415.0,0.9015,,1150.0,10624.0,10624.0,1762.0,1762.0,2.0,,,0.5741,0.4259,0.6953,1274.0,29.0,0.8878,0.8692,47500.0,39560.0,39560.0,0.8146,0.0522,0.0275,0.0193,2.0,6.0,5.0,,(I-AA play not counted),0.5454545454545454
220862,00350900,University of Memphis,Memphis,2011,17291.0,1,1,4,5,,,,0.491,7577.0,0.5866,,1350.0,8330.0,8325.0,4746.0,4746.0,1.0,,,0.6185,0.3815,0.6632,1030.0,22.0,0.775,0.3822,37000.0,7390.0,22102.0,0.4792,0.4221,0.0257,0.0248,2.0,2.0,10.0,,,0.16666666666666666
220978,00351000,Middle Tennessee State University,Murfreesboro,2011,23173.0,1,1,4,5,,,,0.4137,6864.0,0.6966,,1325.0,7413.0,7413.0,3218.0,3218.0,1.0,,,0.5263,0.4737,0.7028,1005.0,22.0,0.6981,0.4485,36100.0,6754.0,20458.0,0.7101,0.1809,0.0337,0.0256,2.0,2.0,10.0,,,0.16666666666666666
